       29440
 #  1.000000000000450E-003
 C            1           1           5
 C            1           1           6
 C            1           1           7
 C            1           1           8
 C            1           1           9
 C            1           1          10
 C            1           1          11
 C            2           1           5
 C            2           1           6
 C            2           1           7
 C            2           1           8
 C            2           1           9
 C            2           1          10
 C            2           1          11
 C            3           1           5
 C            3           1           6
 C            3           1           7
 C            3           1           8
 C            3           1           9
 C            3           1          10
 C            3           1          11
 C            4           1           5
 C            4           1           6
 C            4           1           7
 C            4           1           8
 C            4           1           9
 C            4           1          10
 C            4           1          11
 C            5           1           5
 C            5           1           6
 C            5           1           7
 C            5           1           8
 C            5           1           9
 C            5           1          10
 C            5           1          11
 C            6           1           5
 C            6           1           6
 C            6           1           7
 C            6           1           8
 C            6           1           9
 C            6           1          10
 C            6           1          11
 C            6           1          12
 C            7           1           5
 C            7           1           6
 C            7           1           7
 C            7           1           8
 C            7           1           9
 C            7           1          10
 C            7           1          11
 C            7           1          12
 C            8           1           5
 C            8           1           6
 C            8           1           7
 C            8           1           8
 C            8           1           9
 C            8           1          10
 C            8           1          11
 C            8           1          12
 C            9           1           5
 C            9           1           6
 C            9           1           7
 C            9           1           8
 C            9           1           9
 C            9           1          10
 C            9           1          11
 C            9           1          12
 C           10           1           5
 C           10           1           6
 C           10           1           7
 C           10           1           8
 C           10           1           9
 C           10           1          10
 C           10           1          11
 C           10           1          12
 C           11           1           4
 C           11           1           5
 C           11           1           6
 C           11           1           7
 C           11           1           8
 C           11           1           9
 C           11           1          10
 C           11           1          11
 C           11           1          12
 C           12           1           4
 C           12           1           5
 C           12           1           6
 C           12           1           7
 C           12           1           8
 C           12           1           9
 C           12           1          10
 C           12           1          11
 C           12           1          12
 C           13           1           4
 C           13           1           5
 C           13           1           6
 C           13           1           7
 C           13           1           8
 C           13           1           9
 C           13           1          10
 C           13           1          11
 C           13           1          12
 C           14           1           4
 C           14           1           5
 C           14           1           6
 C           14           1           7
 C           14           1           8
 C           14           1           9
 C           14           1          10
 C           14           1          11
 C           14           1          12
 C           15           1           4
 C           15           1           5
 C           15           1           6
 C           15           1           7
 C           15           1           8
 C           15           1           9
 C           15           1          10
 C           15           1          11
 C           15           1          12
 C           16           1           5
 C           16           1           6
 C           16           1           7
 C           16           1           8
 C           16           1           9
 C           16           1          10
 C           16           1          11
 C           16           1          12
 C           17           1           5
 C           17           1           6
 C           17           1           7
 C           17           1           8
 C           17           1           9
 C           17           1          10
 C           17           1          11
 C           17           1          12
 C           18           1           5
 C           18           1           6
 C           18           1           7
 C           18           1           8
 C           18           1           9
 C           18           1          10
 C           18           1          11
 C           18           1          12
 C           19           1           5
 C           19           1           6
 C           19           1           7
 C           19           1           8
 C           19           1           9
 C           19           1          10
